Postcode,Sale or Let,Price Qualifier,DESC Council Tax Band,RTD3316_condition1 - Condition Description,# of Enquiry or viewings,# of Apps/Offers,bedroom number,kitchen number,living number,bathroom number,dining number,other number,Allocated,Communal,Covered,Driveway,Garage,Gated,Off Street,On Street,Permit,Private,Rear,Residents,Back Garden,Communal Garden,Enclosed Garden,Front Garden,Patio,Private Garden,Rear Garden,Terrace,Level access,Lift access,Not suitable for wheelchair users,Ramped access,Wet room,Wide doorways,Air Conditioning,Central,Double Glazing,Eco-Friendly,Electric,Gas,Gas Central,Night Storage,Oil,Solar,Solar Water,Under Floor,Predict Price,Actual Price
2584,0,3,0,1,0.0,1.0,2,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,655.9031982421875,550.0
3884,0,3,0,1,0.0,3.0,3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,733.1561279296875,500.0
848,0,3,0,2,0.0,1.0,3,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,866.9237060546875,525.0
2024,0,3,0,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,597.9549560546875,475.0
2024,0,3,0,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,402.1542053222656,475.0
1260,0,3,0,1,0.0,1.0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,580.2713623046875,450.0
5542,0,3,1,1,0.0,5.0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,718.8905029296875,500.0
3834,1,4,2,1,0.0,1.0,3,1,1,1,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,177849.671875,175000.0
825,0,3,0,1,0.0,1.0,3,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,586.8729248046875,475.0
3873,0,3,0,1,0.0,1.0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,782.7947998046875,425.0
3775,0,3,0,1,0.0,1.0,1,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,668.6112060546875,525.0
3831,1,6,1,1,0.0,0.0,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,173588.296875,170000.0
3846,0,3,0,1,0.0,3.0,3,1,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,526.8514404296875,550.0
3832,1,7,0,1,0.0,2.0,2,1,0,1,0,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,140819.25,120000.0
204,1,2,1,1,0.0,4.0,2,1,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103892.359375,100000.0
5243,1,7,1,1,0.0,4.0,2,1,1,1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129662.09375,129950.0
272,1,7,0,1,0.0,4.0,2,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72550.3515625,70000.0
295,1,7,0,1,0.0,1.0,3,1,0,1,1,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,116011.7890625,115000.0
5213,1,7,2,1,0.0,1.0,2,1,1,0,2,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,127680.328125,125000.0
205,0,3,0,1,0.0,3.0,2,1,1,1,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,795.3358154296875,450.0
284,1,7,1,1,0.0,1.0,2,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,92046.421875,95000.0
312,1,2,1,1,0.0,0.0,4,1,1,1,1,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,116139.6796875,117000.0
5226,1,2,2,1,0.0,1.0,3,1,1,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118366.65625,120000.0
293,1,7,1,1,0.0,4.0,2,1,0,1,1,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141207.296875,140000.0
311,1,7,2,1,0.0,3.0,3,1,1,1,1,8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,213626.34375,190000.0
1267,1,2,2,1,0.0,3.0,3,1,0,1,1,5,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,199944.296875,195000.0
5218,1,7,1,1,0.0,0.0,3,1,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,136697.828125,132000.0
5237,0,3,1,1,0.0,1.0,2,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,575.4217529296875,475.0
5232,1,7,2,1,0.0,7.0,3,1,1,1,1,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,179562.46875,180000.0
304,1,7,1,1,0.0,1.0,2,1,0,1,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,116780.640625,120000.0
5227,1,7,1,1,0.0,1.0,2,1,0,1,1,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,258416.8125,105000.0
280,1,7,0,1,0.0,1.0,1,1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134217.078125,93000.0
301,1,7,0,1,0.0,1.0,2,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,112348.2421875,85000.0
105,0,3,1,1,0.0,2.0,2,2,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,525.6502685546875,600.0
118,0,3,1,1,0.0,1.0,2,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,867.6619873046875,610.0
105,0,3,1,1,0.0,2.0,2,2,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,552.2576904296875,615.0
111,1,7,2,1,0.0,1.0,3,1,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,194730.046875,190000.0
113,0,3,2,1,0.0,1.0,3,1,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1072.3143310546875,800.0
122,0,3,2,1,0.0,2.0,3,1,0,2,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,959.7440185546875,725.0
129,1,7,1,1,0.0,2.0,2,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,148252.375,145000.0
119,1,7,1,3,0.0,1.0,3,1,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,147743.578125,145000.0
962,1,7,3,3,0.0,4.0,3,1,1,2,1,7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,264279.1875,325000.0
105,0,3,1,1,0.0,0.0,2,2,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,593.3768310546875,600.0
125,1,7,1,1,0.0,4.0,2,1,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162738.703125,160000.0
5336,1,4,0,2,0.0,1.0,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69407.8984375,60000.0
4000,1,4,2,1,0.0,3.0,2,1,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,219785.015625,267500.0
4001,0,3,2,1,0.0,1.0,3,1,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,610.4940185546875,1100.0
3388,0,3,2,1,0.0,5.0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,848.3182373046875,850.0
1472,1,2,3,1,0.0,0.0,4,1,1,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,314938.625,485000.0
4179,1,2,5,3,0.0,2.0,4,1,1,1,1,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,685666.1875,575000.0
1479,1,2,3,3,0.0,3.0,3,1,1,1,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,389301.0,390000.0
4163,1,4,2,1,0.0,0.0,2,1,0,1,0,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,206041.265625,300000.0
1448,1,2,4,1,0.0,0.0,4,1,1,1,1,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,779611.875,780000.0
1497,1,7,3,1,0.0,2.0,2,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,347546.59375,350000.0
4163,0,3,2,1,0.0,0.0,2,1,0,1,0,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,779.5965576171875,1000.0
4163,0,3,2,1,0.0,1.0,2,1,0,1,0,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,499.8544006347656,1000.0
3127,1,6,1,1,0.0,2.0,3,1,1,1,1,6,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,146917.390625,150000.0
3286,0,3,0,1,0.0,5.0,2,1,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,622.4471435546875,510.0
3134,0,3,0,1,0.0,1.0,2,3,0,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,650.0
3276,1,6,4,1,0.0,2.0,4,1,2,1,0,10,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,472023.09375,450000.0
3276,0,3,4,1,0.0,3.0,4,1,2,1,0,10,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,904.1463623046875,1400.0
529,1,2,3,3,0.0,0.0,6,2,1,2,0,6,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,367582.8125,275000.0
535,1,7,3,1,0.0,0.0,3,1,1,2,1,5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,253861.953125,255000.0
530,0,3,2,1,0.0,7.0,3,1,0,1,1,8,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,862.7010498046875,850.0
536,0,3,2,1,0.0,1.0,3,1,0,2,0,8,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,897.3045654296875,850.0
526,0,3,2,1,0.0,2.0,2,1,1,1,1,5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1190.8651123046875,850.0
542,1,2,3,4,0.0,3.0,2,1,0,0,1,7,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,199421.140625,200000.0
540,1,4,3,1,0.0,2.0,4,1,0,4,1,15,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,305657.78125,300000.0
539,1,4,6,3,0.0,4.0,5,1,0,1,1,14,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,489385.6875,600000.0
1788,1,6,0,1,0.0,6.0,3,1,0,2,1,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,102183.9921875,100000.0
1707,1,2,2,1,0.0,6.0,3,1,0,2,1,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,163618.359375,165000.0
1709,1,2,2,1,0.0,3.0,3,1,0,2,1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,185561.5625,180000.0
1827,1,2,2,1,0.0,7.0,3,1,0,2,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,138215.59375,140000.0
1805,1,2,0,1,0.0,4.0,2,1,0,1,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,110296.4765625,110000.0
1769,1,6,0,1,0.0,8.0,2,1,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,97876.7109375,95000.0
1792,1,6,1,1,0.0,10.0,3,1,0,1,1,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,189835.65625,155000.0
1696,1,6,0,1,0.0,6.0,1,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34415.1953125,35000.0
1705,1,6,2,1,0.0,1.0,3,1,0,2,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,149160.828125,145000.0
1713,1,2,0,3,0.0,1.0,3,1,0,1,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,66868.5859375,105000.0
1826,1,6,0,1,0.0,1.0,2,1,0,0,1,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,109218.890625,90000.0
1791,1,6,0,1,0.0,5.0,3,1,0,2,1,7,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,146973.34375,150000.0
1767,1,6,3,3,0.0,4.0,3,1,0,2,1,9,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,196185.359375,200000.0
1515,1,2,2,1,0.0,3.0,3,1,0,1,1,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,197247.984375,200000.0
1729,1,6,1,1,0.0,5.0,2,1,0,1,1,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,126946.84375,130000.0
1791,1,6,1,1,0.0,4.0,3,1,0,2,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,154256.71875,150000.0
1801,1,2,1,1,0.0,2.0,4,1,0,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,134724.234375,135000.0
1732,1,6,2,1,0.0,2.0,3,1,0,1,1,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,165241.109375,150000.0
1739,1,2,1,1,0.0,1.0,3,1,0,0,1,6,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,157256.421875,155000.0
1825,1,6,0,1,0.0,2.0,2,1,0,2,1,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,99724.1015625,100000.0
518,0,3,3,1,0.0,4.0,2,1,0,1,1,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,622.7615966796875,695.0
524,0,3,3,1,0.0,3.0,2,0,0,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,751.0213623046875,695.0
520,0,3,3,1,0.0,1.0,2,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,881.9822998046875,715.0
2621,0,3,1,1,0.0,0.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95.87686157226562,700.0
2680,0,3,0,1,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,636.1483154296875,460.0
2590,0,3,1,1,0.0,0.0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,631.3807373046875,950.0
1587,0,3,2,1,0.0,1.0,3,1,0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,781.2401123046875,750.0
1567,0,3,0,1,0.0,1.0,2,1,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,641.2244873046875,575.0
1620,0,3,1,1,0.0,3.0,1,1,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,756.2869873046875,550.0
1657,0,3,2,1,0.0,2.0,3,1,0,1,1,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,751.2264404296875,725.0
1830,1,7,2,1,0.0,0.0,3,1,0,1,1,8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,215848.25,205000.0
1516,0,3,3,1,0.0,10.0,3,1,0,1,1,8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1124.0096435546875,650.0
1647,0,3,1,1,0.0,3.0,2,1,0,1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,695.1151123046875,550.0
1829,1,7,2,1,0.0,0.0,3,1,0,1,1,9,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,174362.828125,170000.0
1855,1,6,3,1,0.0,0.0,4,1,0,1,1,9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,239201.296875,230000.0
1568,0,3,0,1,0.0,7.0,2,1,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,806.3787841796875,600.0
1562,0,3,0,1,0.0,5.0,2,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,576.0780029296875,535.0
5528,0,3,1,1,0.0,1.0,3,1,0,1,1,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,537.0408935546875,750.0
1665,0,3,1,1,0.0,3.0,3,1,0,0,1,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,313.4237365722656,700.0
1653,0,3,0,1,0.0,3.0,3,1,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,737.0096435546875,650.0
1657,0,3,2,1,0.0,1.0,3,1,0,1,1,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,624.8690185546875,725.0
1679,0,3,1,1,0.0,4.0,2,1,0,1,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,646.3807373046875,625.0
3045,1,4,2,1,0.0,0.0,2,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,222691.765625,310000.0
